±»»›¡ø/mAh/g,µÁ—π/V
32.5,0.2697
32.7,0.2686
32.8,0.2675
32.9,0.2665
33.1,0.2657
33.2,0.2646
33.4,0.2634
33.5,0.2626
33.6,0.2615
33.8,0.2607
33.9,0.2598
34.0,0.2589
34.2,0.2579
34.3,0.2570
34.5,0.2562
34.6,0.2553
34.7,0.2545
34.9,0.2538
35.0,0.2528
35.2,0.2522
35.3,0.2514
35.4,0.2507
35.6,0.2500
35.7,0.2496
35.8,0.2486
36.0,0.2479
36.1,0.2474
36.3,0.2466
36.4,0.2460
36.5,0.2454
36.7,0.2448
36.8,0.2440
36.9,0.2435
37.1,0.2429
37.2,0.2423
37.4,0.2418
37.5,0.2412
37.6,0.2407
37.8,0.2401
37.9,0.2396
38.1,0.2390
38.2,0.2386
38.3,0.2383
38.5,0.2376
38.6,0.2372
38.8,0.2369
38.9,0.2364
39.0,0.2359
39.2,0.2356
39.3,0.2353
39.4,0.2348
39.6,0.2345
39.7,0.2342
39.9,0.2339
40.0,0.2336
40.2,0.2333
40.3,0.2330
40.4,0.2327
40.6,0.2324
40.7,0.2320
40.9,0.2317
41.0,0.2316
41.1,0.2313
41.3,0.2310
41.4,0.2307
41.5,0.2303
41.7,0.2300
41.8,0.2299
41.9,0.2296
42.1,0.2293
42.2,0.2289
42.4,0.2286
42.5,0.2283
42.6,0.2280
42.8,0.2277
43.0,0.2272
43.1,0.2271
43.2,0.2268
43.3,0.2265
43.5,0.2262
43.6,0.2258
43.8,0.2255
43.9,0.2252
44.0,0.2248
44.2,0.2245
44.3,0.2241
44.5,0.2238
44.6,0.2235
44.7,0.2231
44.9,0.2227
45.0,0.2224
45.2,0.2221
45.3,0.2217
45.4,0.2214
45.6,0.2210
45.7,0.2206
45.8,0.2203
46.0,0.2200
46.1,0.2195
46.3,0.2192
46.4,0.2187
46.5,0.2184
46.7,0.2179
46.8,0.2176
47.0,0.2172
47.1,0.2169
47.2,0.2165
47.4,0.2161
47.5,0.2156
47.7,0.2153
47.8,0.2150
47.9,0.2144
48.1,0.2141
48.2,0.2136
48.4,0.2131
48.5,0.2128
48.6,0.2124
48.8,0.2119
48.9,0.2114
49.0,0.2111
49.2,0.2107
49.3,0.2102
49.5,0.2097
49.6,0.2093
49.7,0.2090
49.9,0.2085
50.0,0.2080
50.1,0.2076
50.3,0.2069
50.4,0.2065
50.6,0.2059
50.7,0.2054
50.8,0.2049
51.0,0.2045
51.1,0.2038
51.3,0.2034
51.4,0.2028
51.5,0.2023
51.7,0.2017
51.8,0.2010
51.9,0.2006
52.1,0.1998
52.2,0.1992
52.4,0.1986
52.5,0.1978
52.7,0.1972
52.8,0.1966
52.9,0.1959
53.1,0.1952
53.2,0.1944
53.3,0.1938
53.5,0.1930
53.6,0.1922
53.8,0.1914
53.9,0.1908
54.0,0.1900
54.2,0.1893
54.3,0.1885
54.4,0.1877
54.6,0.1869
54.7,0.1860
54.9,0.1854
55.0,0.1843
55.2,0.1835
55.3,0.1828
55.4,0.1820
55.6,0.1811
55.7,0.1803
55.8,0.1795
56.0,0.1786
56.1,0.1776
56.3,0.1769
56.4,0.1761
56.5,0.1752
56.7,0.1741
56.9,0.1731
56.9,0.1725
57.2,0.1705
57.4,0.1697
57.5,0.1688
57.6,0.1680
57.8,0.1671
57.9,0.1660
58.1,0.1652
58.2,0.1643
58.3,0.1634
58.5,0.1623
58.6,0.1617
58.7,0.1607
58.9,0.1595
59.0,0.1589
59.2,0.1576
59.3,0.1569
59.4,0.1561
59.6,0.1552
59.7,0.1542
59.9,0.1531
60.0,0.1521
60.1,0.1513
60.3,0.1502
60.4,0.1493
60.6,0.1482
60.7,0.1473
60.8,0.1462
61.0,0.1452
61.1,0.1442
61.3,0.1431
61.4,0.1423
61.5,0.1412
61.7,0.1403
61.8,0.1390
61.9,0.1381
62.1,0.1370
62.2,0.1359
62.4,0.1350
62.6,0.1336
62.7,0.1327
62.8,0.1318
62.9,0.1307
63.1,0.1294
63.2,0.1285
63.3,0.1274
63.5,0.1263
63.6,0.1252
63.8,0.1239
63.9,0.1229
64.0,0.1215
64.2,0.1203
64.3,0.1190
64.5,0.1178
64.6,0.1166
64.7,0.1152
64.9,0.1139
65.0,0.1125
65.2,0.1111
65.3,0.1101
65.4,0.1085
65.6,0.1071
65.7,0.1057
65.9,0.1039
66.0,0.1028
66.1,0.1009
66.3,0.0994
66.4,0.0980
66.5,0.0963
66.7,0.0939
66.8,0.0927
67.0,0.0908
67.1,0.0887
67.2,0.0871
67.4,0.0853
67.5,0.0829
67.7,0.0809
67.8,0.0789
67.9,0.0767
68.1,0.0747
68.2,0.0722
68.3,0.0701
68.5,0.0674
68.6,0.0656
68.8,0.0634
68.9,0.0612
69.1,0.0584
69.2,0.0561
69.3,0.0541
69.4,0.0521
69.6,0.0499
0.0,0.1127
0.1,0.1541
0.3,0.1837
0.4,0.1941
0.6,0.2054
0.7,0.2148
0.9,0.2227
1.0,0.2288
1.1,0.2339
1.3,0.2390
1.4,0.2432
1.5,0.2471
1.7,0.2500
1.8,0.2530
2.0,0.2561
2.1,0.2582
2.2,0.2600
2.4,0.2620
2.5,0.2637
2.6,0.2652
2.8,0.2671
2.9,0.2682
3.1,0.2696
3.2,0.2710
3.3,0.2720
3.5,0.2734
3.6,0.2741
3.8,0.2753
3.9,0.2762
4.1,0.2773
4.2,0.2781
4.3,0.2790
4.5,0.2798
4.6,0.2806
4.7,0.2813
4.9,0.2820
5.0,0.2827
5.2,0.2834
5.3,0.2840
5.4,0.2846
5.6,0.2852
5.7,0.2857
5.8,0.2861
6.0,0.2866
6.1,0.2871
6.3,0.2874
6.4,0.2877
6.6,0.2880
6.7,0.2882
6.8,0.2885
6.9,0.2886
7.1,0.2888
7.2,0.2891
7.4,0.2892
7.5,0.2894
7.6,0.2896
7.8,0.2899
7.9,0.2900
8.1,0.2903
8.2,0.2906
8.3,0.2910
8.5,0.2914
8.6,0.2917
8.8,0.2922
8.9,0.2927
9.1,0.2933
9.2,0.2937
9.3,0.2944
9.5,0.2951
9.6,0.2958
9.8,0.2965
9.9,0.2970
10.0,0.2981
10.2,0.2987
10.3,0.2996
10.4,0.3006
10.6,0.3016
10.7,0.3026
10.9,0.3035
11.0,0.3044
11.1,0.3057
11.3,0.3069
11.4,0.3082
11.5,0.3094
11.7,0.3108
11.8,0.3120
12.0,0.3134
12.1,0.3148
12.2,0.3162
12.4,0.3179
12.5,0.3196
12.6,0.3207
12.8,0.3227
12.9,0.3238
13.1,0.3258
13.2,0.3275
13.4,0.3292
13.5,0.3311
13.6,0.3328
13.8,0.3345
13.9,0.3362
14.0,0.3379
14.2,0.3398
14.3,0.3416
14.5,0.3435
14.6,0.3454
14.7,0.3472
14.9,0.3491
15.0,0.3513
15.1,0.3530
15.3,0.3548
15.4,0.3568
15.6,0.3585
15.7,0.3606
15.9,0.3624
16.0,0.3641
16.1,0.3658
16.3,0.3672
16.4,0.3688
16.5,0.3700
16.7,0.3712
16.8,0.3725
16.9,0.3733
17.1,0.3742
17.2,0.3750
17.4,0.3756
17.5,0.3762
17.7,0.3768
17.8,0.3773
17.9,0.3778
18.1,0.3781
18.2,0.3785
18.3,0.3788
18.5,0.3792
18.6,0.3796
18.8,0.3799
18.9,0.3804
19.0,0.3809
19.2,0.3813
19.3,0.3818
19.5,0.3824
19.6,0.3827
19.7,0.3833
19.9,0.3840
20.0,0.3847
20.2,0.3855
20.3,0.3863
20.4,0.3871
20.6,0.3880
20.7,0.3889
20.8,0.3897
21.0,0.3908
21.1,0.3917
21.3,0.3928
21.4,0.3942
21.5,0.3953
21.7,0.3964
21.8,0.3976
22.0,0.3992
22.1,0.4005
22.3,0.4018
22.4,0.4035
22.5,0.4047
22.7,0.4061
22.8,0.4077
23.0,0.4094
23.1,0.4108
23.2,0.4122
23.3,0.4139
23.5,0.4154
23.6,0.4173
23.8,0.4193
23.9,0.4209
24.0,0.4226
24.2,0.4246
24.3,0.4266
24.5,0.4288
24.6,0.4305
24.7,0.4328
24.9,0.4348
25.0,0.4368
25.2,0.4395
25.3,0.4412
25.4,0.4433
25.6,0.4455
25.7,0.4477
25.9,0.4501
26.0,0.4525
26.1,0.4548
26.3,0.4571
26.4,0.4588
26.5,0.4612
26.7,0.4635
26.8,0.4653
27.0,0.4674
27.1,0.4692
27.2,0.4711
27.4,0.4731
27.5,0.4748
27.7,0.4767
27.8,0.4781
27.9,0.4799
28.1,0.4812
28.2,0.4825
28.4,0.4841
28.5,0.4853
28.6,0.4864
28.8,0.4880
28.9,0.4889
29.0,0.4901
29.2,0.4911
29.3,0.4923
29.5,0.4931
29.6,0.4942
29.7,0.4949
29.9,0.4957
30.0,0.4968
30.2,0.4976
30.3,0.4984
30.4,0.4990
30.6,0.4998
30.7,0.5005
30.8,0.5013
31.0,0.5019
31.1,0.5025
31.3,0.5032
31.4,0.5038
31.5,0.5046
31.7,0.5053
31.9,0.5058
32.0,0.5063
32.1,0.5067
32.3,0.5075
32.4,0.5081
32.5,0.5084
32.6,0.5091
32.8,0.5097
32.9,0.5103
33.1,0.5109
33.2,0.5114
33.3,0.5118
33.5,0.5125
33.6,0.5129
33.8,0.5135
33.9,0.5142
34.0,0.5146
34.2,0.5153
34.3,0.5159
34.4,0.5163
34.6,0.5170
34.8,0.5176
34.9,0.5180
35.0,0.5185
35.1,0.5191
35.3,0.5197
35.4,0.5204
35.6,0.5210
35.7,0.5216
35.8,0.5221
36.0,0.5228
36.1,0.5235
36.3,0.5239
36.4,0.5246
36.5,0.5252
36.7,0.5259
36.8,0.5266
37.0,0.5272
37.1,0.5280
37.2,0.5284
37.4,0.5292
37.5,0.5298
37.7,0.5304
37.8,0.5311
37.9,0.5318
38.1,0.5323
38.2,0.5331
38.4,0.5339
38.5,0.5345
38.6,0.5351
38.8,0.5359
38.9,0.5365
39.0,0.5373
39.2,0.5380
39.3,0.5390
39.5,0.5394
39.6,0.5402
39.7,0.5410
39.9,0.5418
40.0,0.5424
40.2,0.5432
40.3,0.5439
40.4,0.5449
40.6,0.5455
40.7,0.5463
40.9,0.5470
41.0,0.5480
41.1,0.5486
41.2,0.5492
41.4,0.5503
41.7,0.5518
41.8,0.5525
42.0,0.5532
42.1,0.5543
42.2,0.5549
42.4,0.5557
42.5,0.5565
42.6,0.5574
42.8,0.5583
42.9,0.5591
43.1,0.5599
43.2,0.5608
43.3,0.5616
43.5,0.5625
43.6,0.5635
43.8,0.5644
43.9,0.5652
44.1,0.5663
44.2,0.5672
44.3,0.5680
44.5,0.5690
44.6,0.5700
44.7,0.5707
44.9,0.5718
45.0,0.5726
45.2,0.5738
45.3,0.5746
45.4,0.5756
45.6,0.5765
45.7,0.5776
45.8,0.5785
46.0,0.5794
46.1,0.5805
46.3,0.5816
46.4,0.5827
46.5,0.5836
46.7,0.5847
46.8,0.5859
46.9,0.5870
47.1,0.5883
47.2,0.5893
47.4,0.5904
47.5,0.5915
47.7,0.5928
47.8,0.5938
47.9,0.5951
48.1,0.5965
48.3,0.5980
48.4,0.5990
48.5,0.5999
48.6,0.6013
48.8,0.6025
48.9,0.6039
49.0,0.6053
49.2,0.6066
49.3,0.6079
49.4,0.6093
49.6,0.6107
49.7,0.6121
49.9,0.6137
50.0,0.6154
50.2,0.6169
50.3,0.6183
50.4,0.6199
50.6,0.6214
50.7,0.6230
50.8,0.6247
51.0,0.6266
51.1,0.6283
51.3,0.6301
51.4,0.6318
51.5,0.6337
51.7,0.6355
51.8,0.6377
52.0,0.6399
52.1,0.6419
52.2,0.6441
52.4,0.6461
52.5,0.6481
52.6,0.6504
52.8,0.6527
52.9,0.6552
53.1,0.6579
53.2,0.6607
53.4,0.6636
53.5,0.6665
53.6,0.6687
53.8,0.6718
53.9,0.6748
54.1,0.6783
54.2,0.6814
54.3,0.6853
54.5,0.6881
54.6,0.6917
54.7,0.6948
54.9,0.6989
55.0,0.7027
55.1,0.7067
55.3,0.7112
55.4,0.7152
55.6,0.7192
55.7,0.7236
55.9,0.7289
56.0,0.7329
56.1,0.7377
56.3,0.7433
56.4,0.7478
56.5,0.7529
56.7,0.7571
56.8,0.7622
57.0,0.7675
57.1,0.7726
57.2,0.7777
57.4,0.7836
57.5,0.7890
57.7,0.7944
57.8,0.7992
57.9,0.8045
58.1,0.8107
58.3,0.8177
58.4,0.8219
58.5,0.8278
58.6,0.8321
58.7,0.8378
58.9,0.8440
59.0,0.8499
59.2,0.8550
59.3,0.8617
59.5,0.8673
59.6,0.8736
59.7,0.8792
59.9,0.8854
60.0,0.8908
60.1,0.8966
60.3,0.9034
60.4,0.9099
60.6,0.9156
60.7,0.9220
60.8,0.9280
61.0,0.9347
61.1,0.9417
61.3,0.9482
61.4,0.9550
61.5,0.9620
61.7,0.9685
61.8,0.9750
61.9,0.9814
62.1,0.9899
62.2,0.9956
62.3,1.0001
0.0,0.9022
0.1,0.6882
0.3,0.6115
0.4,0.5931
0.6,0.5839
0.7,0.5777
0.9,0.5721
1.0,0.5683
1.1,0.5638
1.3,0.5608
1.4,0.5566
1.5,0.5545
1.7,0.5520
1.8,0.5495
2.0,0.5467
2.1,0.5444
2.2,0.5425
2.4,0.5404
2.5,0.5377
2.7,0.5360
2.8,0.5342
2.9,0.5326
3.1,0.5306
3.2,0.5289
3.3,0.5278
3.5,0.5259
3.6,0.5247
3.8,0.5232
3.9,0.5216
4.1,0.5201
4.2,0.5187
4.3,0.5174
4.4,0.5162
4.6,0.5148
4.8,0.5132
4.9,0.5123
5.0,0.5112
5.2,0.5098
5.3,0.5087
5.4,0.5077
5.6,0.5064
5.7,0.5056
5.8,0.5046
6.0,0.5035
6.1,0.5024
6.3,0.5015
6.4,0.5004
6.5,0.4993
6.7,0.4984
6.8,0.4973
6.9,0.4965
7.1,0.4956
7.2,0.4946
7.4,0.4937
7.5,0.4928
7.7,0.4918
7.8,0.4911
7.9,0.4901
8.1,0.4894
8.2,0.4884
8.4,0.4877
8.5,0.4869
8.6,0.4860
8.8,0.4852
8.9,0.4844
9.0,0.4838
9.2,0.4829
9.3,0.4822
9.4,0.4816
9.6,0.4808
9.7,0.4801
9.9,0.4793
10.0,0.4787
10.1,0.4779
10.3,0.4770
10.4,0.4762
10.6,0.4757
10.7,0.4750
10.8,0.4742
11.0,0.4734
11.2,0.4725
11.3,0.4720
11.4,0.4711
11.5,0.4705
11.7,0.4697
11.8,0.4688
12.0,0.4681
12.1,0.4674
12.2,0.4666
12.4,0.4658
12.5,0.4650
12.7,0.4641
12.8,0.4633
12.9,0.4627
13.1,0.4619
13.2,0.4608
13.3,0.4601
13.5,0.4593
13.6,0.4587
13.8,0.4576
13.9,0.4567
14.0,0.4560
14.2,0.4553
14.3,0.4542
14.5,0.4534
14.6,0.4525
14.8,0.4514
14.9,0.4506
15.0,0.4495
15.1,0.4488
15.3,0.4480
15.4,0.4469
15.6,0.4458
15.7,0.4450
15.8,0.4439
16.0,0.4429
16.1,0.4421
16.3,0.4410
16.4,0.4401
16.5,0.4390
16.7,0.4379
16.8,0.4370
16.9,0.4360
17.1,0.4350
17.2,0.4339
17.4,0.4328
17.5,0.4319
17.7,0.4308
17.8,0.4297
17.9,0.4286
18.1,0.4275
18.2,0.4263
18.3,0.4253
18.5,0.4243
18.6,0.4233
18.8,0.4221
18.9,0.4210
19.0,0.4199
19.2,0.4185
19.3,0.4178
19.4,0.4168
19.6,0.4154
19.8,0.4143
19.9,0.4136
20.0,0.4125
20.1,0.4114
20.3,0.4105
20.4,0.4092
20.6,0.4081
20.7,0.4072
20.8,0.4061
21.0,0.4049
21.1,0.4040
21.3,0.4030
21.4,0.4018
21.5,0.4009
21.7,0.3999
21.8,0.3988
21.9,0.3981
22.1,0.3970
22.2,0.3961
22.4,0.3948
22.5,0.3940
22.7,0.3928
22.8,0.3919
22.9,0.3909
23.1,0.3900
23.2,0.3892
23.3,0.3883
23.6,0.3863
23.8,0.3854
23.9,0.3844
24.0,0.3835
24.2,0.3827
24.3,0.3818
24.5,0.3807
24.6,0.3798
24.8,0.3788
24.9,0.3781
25.0,0.3770
25.1,0.3762
25.3,0.3754
25.4,0.3745
25.6,0.3737
25.7,0.3728
25.8,0.3719
26.0,0.3711
26.1,0.3700
26.3,0.3694
26.4,0.3685
26.5,0.3677
26.7,0.3668
26.8,0.3661
27.0,0.3652
27.1,0.3646
27.2,0.3637
27.4,0.3629
27.5,0.3621
27.6,0.3613
27.8,0.3606
27.9,0.3596
28.1,0.3590
28.2,0.3582
28.3,0.3576
28.5,0.3568
28.6,0.3561
28.8,0.3553
28.9,0.3545
29.0,0.3539
29.2,0.3533
29.3,0.3525
29.5,0.3519
29.6,0.3511
29.7,0.3503
29.9,0.3497
30.0,0.3491
30.1,0.3483
30.3,0.3475
30.4,0.3471
30.6,0.3463
30.7,0.3457
30.8,0.3451
31.0,0.3444
31.1,0.3438
31.3,0.3432
31.4,0.3427
31.7,0.3413
31.8,0.3410
32.0,0.3402
32.1,0.3398
32.3,0.3393
32.4,0.3389
32.5,0.3384
32.6,0.3379
32.8,0.3375
32.9,0.3370
33.1,0.3367
33.2,0.3362
33.3,0.3359
33.5,0.3353
33.6,0.3350
33.8,0.3347
33.9,0.3342
34.0,0.3339
34.2,0.3334
34.3,0.3331
34.4,0.3328
34.6,0.3323
34.7,0.3319
34.9,0.3314
35.0,0.3309
35.2,0.3306
35.3,0.3302
35.4,0.3297
35.6,0.3292
35.7,0.3288
35.9,0.3282
36.0,0.3278
36.1,0.3272
36.3,0.3268
36.4,0.3263
36.5,0.3257
36.7,0.3252
36.8,0.3246
36.9,0.3240
37.1,0.3234
37.2,0.3227
37.4,0.3223
37.5,0.3216
37.6,0.3210
37.8,0.3204
37.9,0.3198
38.1,0.3192
38.2,0.3185
38.3,0.3179
38.5,0.3172
38.6,0.3164
38.8,0.3158
38.9,0.3150
39.0,0.3144
39.2,0.3136
39.3,0.3128
39.5,0.3122
39.6,0.3113
39.7,0.3106
39.9,0.3099
40.0,0.3092
40.2,0.3083
40.3,0.3075
40.4,0.3069
40.6,0.3060
40.7,0.3054
40.9,0.3046
41.0,0.3040
41.1,0.3030
41.3,0.3024
41.4,0.3015
41.5,0.3007
41.7,0.3001
41.8,0.2993
41.9,0.2985
42.1,0.2978
42.2,0.2970
42.4,0.2961
42.5,0.2954
42.6,0.2948
42.8,0.2939
42.9,0.2931
43.1,0.2922
43.2,0.2917
43.3,0.2910
43.5,0.2900
43.6,0.2892
43.8,0.2885
43.9,0.2879
44.0,0.2869
44.2,0.2861
44.3,0.2854
44.4,0.2846
44.6,0.2838
44.7,0.2830
44.9,0.2823
45.0,0.2815
45.1,0.2807
45.3,0.2799
45.5,0.2790
45.6,0.2784
45.7,0.2778
45.9,0.2768
46.0,0.2762
46.1,0.2755
46.3,0.2747
46.4,0.2741
46.6,0.2733
46.7,0.2727
46.8,0.2720
47.0,0.2711
47.1,0.2705
47.2,0.2697
47.4,0.2689
47.5,0.2682
47.6,0.2675
47.8,0.2668
47.9,0.2662
48.1,0.2654
48.2,0.2648
48.3,0.2640
48.5,0.2632
48.7,0.2623
48.8,0.2618
48.9,0.2612
49.0,0.2606
49.2,0.2598
49.3,0.2592
49.5,0.2584
49.6,0.2578
49.7,0.2572
49.9,0.2565
50.1,0.2556
50.1,0.2553
50.3,0.2547
50.4,0.2541
50.6,0.2534
50.7,0.2527
50.8,0.2522
51.0,0.2516
51.1,0.2511
51.3,0.2503
51.4,0.2500
51.5,0.2496
51.7,0.2489
51.9,0.2482
52.0,0.2479
52.1,0.2474
52.2,0.2468
52.4,0.2463
52.5,0.2458
52.7,0.2452
52.8,0.2448
52.9,0.2443
53.1,0.2438
53.2,0.2435
53.3,0.2431
53.5,0.2426
53.6,0.2421
53.8,0.2418
53.9,0.2412
54.0,0.2409
54.2,0.2404
54.3,0.2401
54.5,0.2396
54.6,0.2393
54.7,0.2390
54.9,0.2386
55.0,0.2383
55.2,0.2379
55.3,0.2376
55.4,0.2373
55.6,0.2370
55.7,0.2367
55.8,0.2364
56.0,0.2361
56.1,0.2358
56.3,0.2355
56.4,0.2352
56.5,0.2350
56.7,0.2347
56.8,0.2344
56.9,0.2341
57.2,0.2336
57.4,0.2334
57.5,0.2331
57.6,0.2330
57.8,0.2327
57.9,0.2325
58.1,0.2324
58.2,0.2320
58.4,0.2317
58.5,0.2316
58.6,0.2313
58.7,0.2311
58.9,0.2310
59.0,0.2307
59.2,0.2305
59.3,0.2303
59.5,0.2300
59.6,0.2299
59.7,0.2296
59.9,0.2293
60.0,0.2291
60.2,0.2289
60.3,0.2286
60.4,0.2285
60.6,0.2282
60.7,0.2280
60.8,0.2277
61.0,0.2276
61.1,0.2272
61.3,0.2271
61.4,0.2269
61.5,0.2268
61.7,0.2265
61.8,0.2262
62.0,0.2260
62.1,0.2257
62.2,0.2255
62.4,0.2252
62.5,0.2251
62.6,0.2248
62.8,0.2246
62.9,0.2243
63.1,0.2240
63.2,0.2238
63.3,0.2235
63.5,0.2234
63.6,0.2231
63.8,0.2227
63.9,0.2226
64.0,0.2223
64.2,0.2221
64.3,0.2218
64.4,0.2217
64.6,0.2214
64.7,0.2210
64.9,0.2209
65.0,0.2206
65.1,0.2204
65.3,0.2201
65.4,0.2198
65.6,0.2196
65.7,0.2193
65.8,0.2190
66.0,0.2189
66.1,0.2186
66.3,0.2183
66.4,0.2181
66.5,0.2178
66.7,0.2175
66.8,0.2173
66.9,0.2170
67.1,0.2167
67.2,0.2164
67.4,0.2162
67.5,0.2159
67.7,0.2156
67.8,0.2153
67.9,0.2150
68.1,0.2147
68.2,0.2144
68.3,0.2141
68.5,0.2138
68.6,0.2136
68.8,0.2131
68.9,0.2128
69.0,0.2125
69.2,0.2122
69.3,0.2119
69.5,0.2114
69.6,0.2113
69.7,0.2110
69.9,0.2105
70.0,0.2102
70.2,0.2099
70.3,0.2094
70.4,0.2091
70.6,0.2088
70.7,0.2085
70.8,0.2080
71.0,0.2077
71.1,0.2074
71.3,0.2069
71.4,0.2065
71.5,0.2062
71.7,0.2059
71.8,0.2054
71.9,0.2051
72.1,0.2046
72.2,0.2043
72.4,0.2038
72.5,0.2035
72.7,0.2032
72.8,0.2028
72.9,0.2024
73.1,0.2020
73.2,0.2017
73.3,0.2012
73.5,0.2007
73.6,0.2003
73.7,0.2000
73.9,0.1995
74.0,0.1990
74.2,0.1986
74.3,0.1981
74.5,0.1976
74.6,0.1973
74.7,0.1969
74.9,0.1964
75.1,0.1958
75.2,0.1955
75.3,0.1950
75.4,0.1945
75.6,0.1939
75.7,0.1935
75.8,0.1930
76.0,0.1925
76.1,0.1921
76.3,0.1916
76.4,0.1910
76.5,0.1905
76.7,0.1900
76.8,0.1896
76.9,0.1890
77.1,0.1885
77.3,0.1879
77.4,0.1874
77.5,0.1869
77.6,0.1863
77.8,0.1857
77.9,0.1852
78.1,0.1848
78.2,0.1842
78.3,0.1835
78.5,0.1829
78.6,0.1823
78.7,0.1820
78.9,0.1814
79.0,0.1807
79.2,0.1803
79.3,0.1797
79.4,0.1790
79.6,0.1784
79.7,0.1778
79.9,0.1772
80.0,0.1766
80.1,0.1759
80.3,0.1753
80.4,0.1747
80.6,0.1739
80.7,0.1735
80.8,0.1728
81.0,0.1722
81.1,0.1714
81.3,0.1708
81.4,0.1702
81.5,0.1696
81.7,0.1687
81.8,0.1680
81.9,0.1674
82.1,0.1668
82.2,0.1660
82.4,0.1652
82.5,0.1646
82.7,0.1638
82.8,0.1631
82.9,0.1625
83.1,0.1618
83.2,0.1611
83.3,0.1603
83.5,0.1594
83.6,0.1587
83.8,0.1578
83.9,0.1573
84.0,0.1564
84.2,0.1556
84.3,0.1549
84.5,0.1539
84.6,0.1531
84.7,0.1524
84.9,0.1514
85.0,0.1505
85.1,0.1496
85.3,0.1487
85.4,0.1479
85.6,0.1468
85.7,0.1459
85.8,0.1448
86.0,0.1438
86.1,0.1429
86.3,0.1418
86.4,0.1409
86.5,0.1397
86.7,0.1387
86.8,0.1378
86.9,0.1366
87.1,0.1355
87.2,0.1344
87.4,0.1333
87.5,0.1324
87.6,0.1311
87.8,0.1301
87.9,0.1288
88.1,0.1279
88.2,0.1266
88.3,0.1252
88.5,0.1242
88.6,0.1229
88.8,0.1218
88.9,0.1204
89.0,0.1192
89.2,0.1180
89.3,0.1167
89.5,0.1155
89.6,0.1142
89.7,0.1130
89.9,0.1115
90.0,0.1104
90.1,0.1091
90.3,0.1077
90.4,0.1062
90.6,0.1051
90.7,0.1034
90.8,0.1020
91.0,0.1008
91.1,0.0991
91.3,0.0977
91.4,0.0960
91.5,0.0944
91.7,0.0929
91.8,0.0911
91.9,0.0896
92.1,0.0880
92.2,0.0862
92.4,0.0846
92.5,0.0831
92.6,0.0814
92.8,0.0794
92.9,0.0777
93.1,0.0760
93.2,0.0741
93.4,0.0721
93.5,0.0702
93.6,0.0688
93.8,0.0665
93.9,0.0649
94.0,0.0632
94.2,0.0614
94.3,0.0595
94.4,0.0578
94.6,0.0558
94.7,0.0539
94.9,0.0521
95.0,0.0505
95.1,0.0499
0.0,0.1063
0.1,0.1474
0.3,0.1679
0.4,0.1811
0.6,0.1905
0.7,0.1973
0.8,0.2038
1.0,0.2090
1.1,0.2138
1.3,0.2187
1.4,0.2226
1.5,0.2266
1.7,0.2299
1.8,0.2336
2.0,0.2364
2.1,0.2392
2.2,0.2417
2.4,0.2441
2.5,0.2463
2.7,0.2483
2.8,0.2502
2.9,0.2519
3.1,0.2534
3.2,0.2548
3.3,0.2564
3.5,0.2576
3.6,0.2592
3.8,0.2603
3.9,0.2612
4.0,0.2623
4.2,0.2635
4.3,0.2643
4.5,0.2654
4.6,0.2662
4.7,0.2669
4.9,0.2677
5.0,0.2685
5.1,0.2691
5.3,0.2697
5.4,0.2703
5.6,0.2710
5.7,0.2714
5.8,0.2719
6.0,0.2724
6.1,0.2727
6.3,0.2731
6.4,0.2733
6.5,0.2734
6.7,0.2737
6.8,0.2741
7.0,0.2742
7.1,0.2744
7.2,0.2747
7.4,0.2748
7.5,0.2750
7.6,0.2753
7.8,0.2755
7.9,0.2756
8.1,0.2759
8.2,0.2761
8.3,0.2762
8.5,0.2764
8.6,0.2765
8.8,0.2768
8.9,0.2770
9.0,0.2773
9.2,0.2775
9.3,0.2778
9.4,0.2779
9.6,0.2782
9.7,0.2784
9.9,0.2787
10.0,0.2789
10.2,0.2792
10.3,0.2793
10.4,0.2796
10.6,0.2798
10.7,0.2801
10.9,0.2803
11.0,0.2806
11.1,0.2807
11.3,0.2810
11.4,0.2813
11.5,0.2815
11.7,0.2818
11.8,0.2820
12.0,0.2823
12.1,0.2826
12.2,0.2829
12.4,0.2832
12.5,0.2835
12.6,0.2838
12.8,0.2841
12.9,0.2844
13.1,0.2848
13.2,0.2851
13.4,0.2855
13.5,0.2858
13.6,0.2861
13.8,0.2865
13.9,0.2869
14.0,0.2872
14.2,0.2877
14.3,0.2880
14.4,0.2885
14.6,0.2889
14.7,0.2892
14.9,0.2899
15.0,0.2902
15.2,0.2906
15.3,0.2911
15.4,0.2917
15.6,0.2922
15.7,0.2928
15.9,0.2933
16.0,0.2937
16.1,0.2944
16.3,0.2948
16.4,0.2954
16.5,0.2961
16.7,0.2967
16.8,0.2970
17.0,0.2978
17.1,0.2984
17.2,0.2990
17.4,0.2998
17.5,0.3003
17.7,0.3010
17.8,0.3018
17.9,0.3026
18.1,0.3032
18.2,0.3040
18.3,0.3047
18.5,0.3055
18.6,0.3063
18.7,0.3071
18.9,0.3080
19.0,0.3088
19.2,0.3097
19.3,0.3105
19.4,0.3114
19.6,0.3123
19.7,0.3133
19.9,0.3144
20.0,0.3153
20.1,0.3162
20.3,0.3173
20.4,0.3182
20.6,0.3193
20.7,0.3201
20.9,0.3212
21.0,0.3221
21.1,0.3232
