±»»›¡ø/mAh/g,µÁ—π/V
21.3,0.3243
21.4,0.3255
21.6,0.3266
21.7,0.3275
21.8,0.3288
22.0,0.3299
22.1,0.3311
22.2,0.3322
22.4,0.3333
22.5,0.3348
22.7,0.3359
22.8,0.3371
22.9,0.3381
23.1,0.3395
23.2,0.3406
23.4,0.3420
23.5,0.3430
23.6,0.3443
23.8,0.3455
23.9,0.3468
24.0,0.3480
24.2,0.3492
24.3,0.3505
24.4,0.3517
24.6,0.3530
24.7,0.3545
24.9,0.3556
25.0,0.3570
25.1,0.3581
25.3,0.3593
25.4,0.3609
25.6,0.3618
25.7,0.3629
25.8,0.3641
26.0,0.3652
26.1,0.3663
26.3,0.3671
26.4,0.3680
26.5,0.3689
26.7,0.3699
26.8,0.3705
27.0,0.3712
27.1,0.3720
27.2,0.3726
27.4,0.3731
27.5,0.3737
27.7,0.3742
27.8,0.3747
27.9,0.3751
28.1,0.3754
28.2,0.3759
28.3,0.3762
28.5,0.3765
28.6,0.3770
28.8,0.3771
28.9,0.3774
29.0,0.3778
29.2,0.3781
29.3,0.3782
29.5,0.3785
29.6,0.3788
29.7,0.3792
29.9,0.3796
30.0,0.3798
30.2,0.3801
30.3,0.3804
30.4,0.3807
30.6,0.3812
30.7,0.3815
30.8,0.3819
31.0,0.3823
31.1,0.3827
31.3,0.3832
31.4,0.3836
31.5,0.3843
31.7,0.3847
31.8,0.3854
32.0,0.3860
32.1,0.3866
32.2,0.3871
32.4,0.3878
32.5,0.3885
32.6,0.3892
32.8,0.3898
32.9,0.3905
33.1,0.3912
33.2,0.3919
33.3,0.3928
33.5,0.3936
33.6,0.3943
33.8,0.3953
33.9,0.3962
34.0,0.3970
34.2,0.3979
34.3,0.3988
34.5,0.3998
34.6,0.4007
34.7,0.4016
34.9,0.4026
35.0,0.4036
35.1,0.4046
35.3,0.4058
35.4,0.4067
35.6,0.4078
35.7,0.4089
35.8,0.4100
36.0,0.4111
36.1,0.4122
36.3,0.4133
36.4,0.4145
36.5,0.4157
36.7,0.4168
36.8,0.4184
37.0,0.4195
37.1,0.4205
37.2,0.4219
37.4,0.4232
37.5,0.4246
37.7,0.4261
37.8,0.4272
37.9,0.4288
38.1,0.4302
38.2,0.4317
38.3,0.4329
38.5,0.4345
38.6,0.4359
38.8,0.4373
38.9,0.4391
39.0,0.4402
39.2,0.4419
39.3,0.4436
39.5,0.4452
39.6,0.4466
39.7,0.4483
39.9,0.4497
40.0,0.4512
40.2,0.4531
40.3,0.4545
40.4,0.4560
40.6,0.4577
40.7,0.4594
40.8,0.4607
41.0,0.4622
41.1,0.4638
41.3,0.4652
41.4,0.4667
41.5,0.4683
41.7,0.4701
41.8,0.4709
41.9,0.4723
42.1,0.4737
42.2,0.4751
42.4,0.4762
42.5,0.4774
42.6,0.4785
42.8,0.4798
42.9,0.4808
43.1,0.4819
43.2,0.4829
43.3,0.4839
43.5,0.4849
43.6,0.4858
43.8,0.4867
43.9,0.4877
44.0,0.4884
44.2,0.4894
44.3,0.4903
44.5,0.4909
44.6,0.4917
44.7,0.4925
44.9,0.4931
45.0,0.4939
45.2,0.4946
45.3,0.4954
45.4,0.4959
45.6,0.4965
45.7,0.4971
45.8,0.4977
46.0,0.4984
46.1,0.4988
46.3,0.4994
46.4,0.5001
46.5,0.5005
46.7,0.5010
46.8,0.5016
47.0,0.5022
47.1,0.5027
47.2,0.5032
47.4,0.5036
47.5,0.5041
47.6,0.5046
47.8,0.5052
47.9,0.5056
48.1,0.5060
48.2,0.5066
48.3,0.5070
48.5,0.5075
48.6,0.5080
48.8,0.5084
48.9,0.5091
49.0,0.5095
49.2,0.5100
49.3,0.5104
49.4,0.5109
49.6,0.5114
49.7,0.5118
49.9,0.5123
50.0,0.5128
50.2,0.5132
50.3,0.5139
50.4,0.5142
50.6,0.5148
50.7,0.5153
50.9,0.5157
51.0,0.5160
51.1,0.5166
51.3,0.5171
51.4,0.5176
51.5,0.5180
51.7,0.5185
51.8,0.5191
51.9,0.5194
52.1,0.5199
52.2,0.5204
52.4,0.5208
52.5,0.5213
52.6,0.5218
52.8,0.5224
52.9,0.5227
53.1,0.5232
53.2,0.5236
53.3,0.5242
53.5,0.5247
53.6,0.5252
53.8,0.5256
53.9,0.5261
54.0,0.5266
54.2,0.5270
54.3,0.5275
54.5,0.5281
54.6,0.5284
54.7,0.5289
54.9,0.5295
55.1,0.5300
55.2,0.5304
55.3,0.5308
55.4,0.5314
55.6,0.5318
55.7,0.5323
55.8,0.5328
56.0,0.5334
56.1,0.5339
56.3,0.5343
56.4,0.5348
56.5,0.5354
56.7,0.5359
56.8,0.5363
56.9,0.5370
57.1,0.5374
57.2,0.5379
57.4,0.5385
57.5,0.5390
57.6,0.5394
57.8,0.5401
57.9,0.5407
58.1,0.5411
58.2,0.5416
58.3,0.5422
58.5,0.5428
58.6,0.5435
58.8,0.5439
58.9,0.5445
59.0,0.5450
59.2,0.5455
59.3,0.5461
59.4,0.5467
59.6,0.5472
59.7,0.5478
59.9,0.5484
60.0,0.5490
60.1,0.5495
60.3,0.5501
60.4,0.5508
60.6,0.5514
60.7,0.5518
60.8,0.5525
61.0,0.5529
61.1,0.5535
61.3,0.5542
61.4,0.5548
61.5,0.5554
61.7,0.5562
61.8,0.5568
62.0,0.5573
62.1,0.5579
62.2,0.5585
62.4,0.5593
62.5,0.5599
62.6,0.5605
62.8,0.5611
62.9,0.5618
63.1,0.5625
63.2,0.5632
63.3,0.5638
63.5,0.5645
63.6,0.5652
63.8,0.5659
63.9,0.5666
64.0,0.5673
64.2,0.5680
64.3,0.5687
64.4,0.5694
64.6,0.5701
64.7,0.5709
64.9,0.5717
65.1,0.5728
65.1,0.5732
65.3,0.5742
65.4,0.5749
65.6,0.5756
65.7,0.5765
65.8,0.5773
66.0,0.5782
66.1,0.5790
66.3,0.5800
66.4,0.5808
66.5,0.5818
66.7,0.5827
66.8,0.5836
67.0,0.5847
67.1,0.5856
67.2,0.5864
67.4,0.5875
67.5,0.5886
67.6,0.5893
67.8,0.5904
67.9,0.5915
68.1,0.5926
68.2,0.5935
68.4,0.5949
68.5,0.5957
68.6,0.5968
68.8,0.5979
68.9,0.5988
69.0,0.5999
69.2,0.6011
69.3,0.6022
69.4,0.6031
69.6,0.6044
69.7,0.6055
69.9,0.6067
70.0,0.6079
70.2,0.6092
70.3,0.6103
70.4,0.6115
70.6,0.6128
70.7,0.6141
70.8,0.6154
71.0,0.6166
71.1,0.6179
71.3,0.6194
71.4,0.6207
71.6,0.6224
71.7,0.6233
71.8,0.6245
71.9,0.6259
72.1,0.6276
72.2,0.6289
72.4,0.6306
72.5,0.6318
72.6,0.6334
72.8,0.6349
72.9,0.6366
73.1,0.6382
73.2,0.6399
73.3,0.6414
73.5,0.6431
73.6,0.6448
73.8,0.6464
73.9,0.6483
74.0,0.6501
74.2,0.6520
74.3,0.6538
74.5,0.6557
74.6,0.6580
74.7,0.6597
74.9,0.6619
75.0,0.6638
75.2,0.6661
75.3,0.6679
75.4,0.6703
75.6,0.6724
75.7,0.6749
75.8,0.6771
76.0,0.6797
76.1,0.6820
76.3,0.6847
76.4,0.6870
76.5,0.6895
76.7,0.6918
76.8,0.6949
77.0,0.6975
77.1,0.7002
77.2,0.7031
77.4,0.7061
77.5,0.7087
77.7,0.7123
77.8,0.7144
77.9,0.7177
78.1,0.7208
78.2,0.7239
78.4,0.7272
78.5,0.7299
78.6,0.7330
78.7,0.7361
78.9,0.7394
79.0,0.7425
79.2,0.7461
79.3,0.7493
79.5,0.7532
79.6,0.7561
79.7,0.7595
79.9,0.7625
80.0,0.7659
80.2,0.7699
80.3,0.7729
80.4,0.7761
80.6,0.7800
80.7,0.7834
80.8,0.7865
81.0,0.7906
81.1,0.7937
81.3,0.7985
81.4,0.8012
81.5,0.8047
81.7,0.8081
81.8,0.8116
82.0,0.8157
82.1,0.8194
82.2,0.8228
82.4,0.8265
82.5,0.8304
82.6,0.8341
82.8,0.8378
82.9,0.8420
83.1,0.8454
83.2,0.8498
83.3,0.8535
83.5,0.8572
83.6,0.8611
83.7,0.8650
83.9,0.8693
84.1,0.8739
84.2,0.8775
84.3,0.8817
84.5,0.8860
84.6,0.8901
84.7,0.8943
84.9,0.8987
85.0,0.9037
85.2,0.9080
85.3,0.9125
85.4,0.9173
85.6,0.9223
85.7,0.9263
85.9,0.9321
86.0,0.9364
86.1,0.9415
86.2,0.9462
86.4,0.9515
86.5,0.9569
86.7,0.9617
86.8,0.9665
86.9,0.9714
87.1,0.9767
87.2,0.9828
87.4,0.9876
87.5,0.9927
87.6,0.9978
87.7,1.0000
0.0,0.9189
0.2,0.6538
0.3,0.6110
0.4,0.5938
0.6,0.5850
0.7,0.5787
0.8,0.5738
1.0,0.5697
1.1,0.5659
1.3,0.5625
1.4,0.5596
1.5,0.5570
1.7,0.5542
1.8,0.5520
2.0,0.5497
2.1,0.5477
2.2,0.5456
2.4,0.5433
2.5,0.5418
2.6,0.5399
2.8,0.5380
2.9,0.5363
3.1,0.5349
3.2,0.5335
3.4,0.5317
3.5,0.5304
3.6,0.5290
3.7,0.5280
3.9,0.5264
4.1,0.5249
4.2,0.5241
4.3,0.5225
4.5,0.5215
4.6,0.5204
4.7,0.5190
4.9,0.5180
5.0,0.5170
5.2,0.5154
5.3,0.5146
5.4,0.5137
5.6,0.5128
5.7,0.5117
5.9,0.5106
6.0,0.5097
6.1,0.5087
6.3,0.5078
6.4,0.5069
6.5,0.5061
6.7,0.5052
6.8,0.5044
6.9,0.5036
7.1,0.5027
7.2,0.5018
7.4,0.5011
7.5,0.5002
7.7,0.4994
7.8,0.4987
7.9,0.4979
8.1,0.4971
8.2,0.4963
8.3,0.4956
8.5,0.4948
8.6,0.4940
8.8,0.4934
8.9,0.4926
9.0,0.4920
9.2,0.4912
9.3,0.4906
9.4,0.4898
9.6,0.4892
9.7,0.4886
9.9,0.4880
10.0,0.4872
10.2,0.4866
10.3,0.4860
10.4,0.4853
10.6,0.4847
10.7,0.4839
10.9,0.4833
11.0,0.4829
11.1,0.4824
11.3,0.4818
11.4,0.4812
11.6,0.4804
11.7,0.4798
11.8,0.4793
11.9,0.4788
12.1,0.4782
12.2,0.4776
12.4,0.4770
12.5,0.4763
12.7,0.4757
12.8,0.4753
12.9,0.4746
13.1,0.4740
13.2,0.4734
13.4,0.4729
13.5,0.4723
13.6,0.4719
13.8,0.4712
13.9,0.4706
14.0,0.4700
14.2,0.4694
14.3,0.4689
14.4,0.4683
14.6,0.4675
14.7,0.4670
14.9,0.4664
15.0,0.4658
15.1,0.4652
15.3,0.4644
15.4,0.4638
15.6,0.4632
15.7,0.4624
15.9,0.4616
16.0,0.4610
16.1,0.4604
16.3,0.4596
16.4,0.4590
16.5,0.4584
16.7,0.4576
16.8,0.4568
17.0,0.4560
17.1,0.4554
17.3,0.4543
17.4,0.4539
17.5,0.4531
17.6,0.4523
17.8,0.4514
17.9,0.4506
18.1,0.4498
18.2,0.4491
18.3,0.4481
18.5,0.4475
18.6,0.4466
18.8,0.4458
18.9,0.4450
19.1,0.4439
19.2,0.4433
19.3,0.4424
19.5,0.4415
19.6,0.4408
19.7,0.4398
19.9,0.4390
20.0,0.4382
20.2,0.4373
20.3,0.4364
20.4,0.4357
20.6,0.4350
20.7,0.4340
20.8,0.4333
21.0,0.4322
21.1,0.4315
21.3,0.4306
21.4,0.4297
21.5,0.4288
21.7,0.4280
21.8,0.4271
21.9,0.4263
22.1,0.4253
22.2,0.4244
22.4,0.4235
22.5,0.4229
22.7,0.4219
22.8,0.4212
22.9,0.4202
23.1,0.4193
23.2,0.4185
23.3,0.4178
23.5,0.4168
23.6,0.4159
23.8,0.4150
23.9,0.4143
24.0,0.4136
24.2,0.4128
24.3,0.4119
24.5,0.4111
24.6,0.4103
24.7,0.4094
24.9,0.4086
25.0,0.4078
25.1,0.4071
25.3,0.4063
25.4,0.4054
25.6,0.4046
25.7,0.4038
25.8,0.4030
26.0,0.4021
26.1,0.4013
26.3,0.4004
26.4,0.3998
26.6,0.3988
26.7,0.3982
26.8,0.3974
27.0,0.3965
27.1,0.3959
27.2,0.3950
27.4,0.3942
27.5,0.3936
27.7,0.3926
27.8,0.3920
27.9,0.3912
28.1,0.3903
28.2,0.3897
28.3,0.3891
28.5,0.3881
28.6,0.3874
28.8,0.3867
28.9,0.3860
29.0,0.3852
29.2,0.3844
29.3,0.3836
29.4,0.3830
29.6,0.3821
29.7,0.3815
29.9,0.3809
30.0,0.3801
30.2,0.3793
30.3,0.3785
30.4,0.3779
30.6,0.3771
30.7,0.3764
30.8,0.3757
31.0,0.3750
31.1,0.3743
31.3,0.3736
31.4,0.3730
31.5,0.3722
31.7,0.3716
31.8,0.3708
31.9,0.3702
32.1,0.3695
32.2,0.3689
32.4,0.3681
32.5,0.3675
32.6,0.3669
32.8,0.3663
32.9,0.3657
33.1,0.3650
33.2,0.3643
33.3,0.3637
33.5,0.3630
33.6,0.3624
33.8,0.3618
33.9,0.3612
34.0,0.3606
34.2,0.3599
34.3,0.3593
34.5,0.3587
34.6,0.3581
34.7,0.3575
34.9,0.3568
35.0,0.3562
35.1,0.3556
35.3,0.3550
35.4,0.3542
35.6,0.3536
35.7,0.3530
35.9,0.3523
36.0,0.3517
36.1,0.3511
36.3,0.3505
36.4,0.3499
36.5,0.3494
36.7,0.3486
36.8,0.3480
37.0,0.3474
37.1,0.3469
37.2,0.3463
37.4,0.3457
37.5,0.3452
37.7,0.3446
37.8,0.3440
37.9,0.3433
38.1,0.3430
38.2,0.3426
38.3,0.3421
38.5,0.3415
38.6,0.3412
38.8,0.3407
38.9,0.3401
39.0,0.3398
39.2,0.3393
39.3,0.3389
39.5,0.3385
39.6,0.3382
39.7,0.3378
39.9,0.3375
40.0,0.3371
40.1,0.3368
40.3,0.3365
40.4,0.3362
40.6,0.3359
40.7,0.3356
40.9,0.3351
41.0,0.3348
41.1,0.3345
41.4,0.3339
41.5,0.3336
41.7,0.3333
41.8,0.3330
41.9,0.3327
42.1,0.3323
42.2,0.3320
42.4,0.3317
42.5,0.3313
42.6,0.3309
42.8,0.3306
42.9,0.3302
43.1,0.3299
43.2,0.3296
43.3,0.3291
43.5,0.3286
43.6,0.3283
43.8,0.3278
43.9,0.3275
44.0,0.3271
44.2,0.3268
44.3,0.3263
44.5,0.3258
44.6,0.3254
44.7,0.3251
44.9,0.3244
45.0,0.3241
45.2,0.3235
45.3,0.3232
45.4,0.3226
45.6,0.3221
45.7,0.3216
45.8,0.3212
46.0,0.3207
46.1,0.3201
46.3,0.3199
46.4,0.3193
46.5,0.3189
46.7,0.3182
46.8,0.3178
47.0,0.3172
47.1,0.3167
47.2,0.3162
47.4,0.3156
47.5,0.3150
47.6,0.3145
47.8,0.3139
47.9,0.3133
48.1,0.3128
48.2,0.3122
48.3,0.3116
48.5,0.3109
48.6,0.3105
48.8,0.3099
48.9,0.3091
49.0,0.3086
49.2,0.3080
49.3,0.3074
49.4,0.3068
49.6,0.3061
49.7,0.3055
49.9,0.3049
50.0,0.3044
50.2,0.3037
50.3,0.3032
50.4,0.3024
50.6,0.3018
50.7,0.3012
50.8,0.3006
51.0,0.2999
51.1,0.2992
51.3,0.2985
51.4,0.2979
51.5,0.2973
51.7,0.2967
51.8,0.2962
52.0,0.2954
52.1,0.2948
52.3,0.2939
52.4,0.2933
52.5,0.2927
52.7,0.2920
52.8,0.2911
52.9,0.2905
53.1,0.2899
53.2,0.2889
53.3,0.2883
53.5,0.2875
53.6,0.2869
53.8,0.2861
53.9,0.2854
54.0,0.2846
54.2,0.2838
54.3,0.2830
54.4,0.2824
54.6,0.2817
54.7,0.2809
54.9,0.2801
55.0,0.2793
55.2,0.2786
55.3,0.2779
55.4,0.2772
55.6,0.2762
55.7,0.2756
55.9,0.2750
56.0,0.2744
56.1,0.2736
56.3,0.2730
56.4,0.2722
56.5,0.2716
56.7,0.2710
56.8,0.2702
57.0,0.2696
57.1,0.2689
57.2,0.2682
57.4,0.2675
57.5,0.2669
57.6,0.2663
57.8,0.2655
57.9,0.2651
58.1,0.2643
58.2,0.2638
58.3,0.2632
58.5,0.2624
58.6,0.2620
58.8,0.2613
58.9,0.2607
59.0,0.2603
59.2,0.2596
59.3,0.2592
59.4,0.2586
59.6,0.2579
59.7,0.2575
59.9,0.2570
60.0,0.2564
60.1,0.2559
60.3,0.2555
60.4,0.2548
60.6,0.2544
60.7,0.2539
60.8,0.2534
61.0,0.2530
61.1,0.2525
61.3,0.2520
61.4,0.2516
61.5,0.2511
61.7,0.2507
61.8,0.2503
61.9,0.2499
62.1,0.2494
62.2,0.2491
62.4,0.2486
62.5,0.2482
62.6,0.2479
62.8,0.2474
62.9,0.2469
63.1,0.2466
63.2,0.2462
63.4,0.2458
63.5,0.2454
63.6,0.2451
63.8,0.2448
63.9,0.2445
64.0,0.2441
64.2,0.2437
64.3,0.2434
64.5,0.2431
64.6,0.2427
64.7,0.2423
64.9,0.2420
65.0,0.2418
65.2,0.2414
65.3,0.2410
65.4,0.2409
65.6,0.2406
65.7,0.2403
65.8,0.2400
66.0,0.2396
66.1,0.2395
66.3,0.2392
66.4,0.2389
66.5,0.2386
66.7,0.2384
66.8,0.2381
67.0,0.2379
67.1,0.2376
67.2,0.2375
67.4,0.2372
67.5,0.2370
67.6,0.2367
67.8,0.2365
67.9,0.2362
68.1,0.2361
68.2,0.2359
68.3,0.2358
68.5,0.2355
68.6,0.2353
68.8,0.2350
68.9,0.2348
69.1,0.2347
69.2,0.2345
69.3,0.2344
69.5,0.2341
69.6,0.2339
69.7,0.2338
69.9,0.2334
70.0,0.2333
70.2,0.2331
70.3,0.2330
70.4,0.2327
70.6,0.2325
70.7,0.2324
70.8,0.2320
71.0,0.2319
71.1,0.2317
71.3,0.2314
71.4,0.2313
71.5,0.2311
71.7,0.2308
71.8,0.2307
72.0,0.2303
72.1,0.2300
72.2,0.2299
72.4,0.2297
72.5,0.2294
72.6,0.2293
72.8,0.2289
72.9,0.2288
73.1,0.2285
73.2,0.2282
73.3,0.2280
73.5,0.2277
73.6,0.2274
73.8,0.2271
73.9,0.2271
74.0,0.2268
74.2,0.2265
74.3,0.2262
74.4,0.2260
74.6,0.2257
74.7,0.2254
74.9,0.2251
75.0,0.2248
75.1,0.2245
75.3,0.2243
75.5,0.2238
75.6,0.2237
75.7,0.2234
75.8,0.2232
76.0,0.2229
76.1,0.2226
76.3,0.2223
76.4,0.2220
76.6,0.2217
76.7,0.2214
76.8,0.2212
76.9,0.2209
77.1,0.2206
77.2,0.2203
77.4,0.2200
77.5,0.2196
77.6,0.2193
78.0,0.2187
78.1,0.2186
78.2,0.2183
78.3,0.2179
78.5,0.2176
78.6,0.2175
78.8,0.2170
78.9,0.2169
79.0,0.2165
79.2,0.2162
79.3,0.2159
79.5,0.2156
79.6,0.2153
79.7,0.2152
79.9,0.2148
80.0,0.2145
80.1,0.2142
80.3,0.2139
80.4,0.2136
80.6,0.2133
80.7,0.2130
80.8,0.2128
81.0,0.2125
81.1,0.2121
81.3,0.2119
81.4,0.2116
81.5,0.2113
81.7,0.2110
81.8,0.2107
82.0,0.2103
82.1,0.2100
82.2,0.2097
82.4,0.2094
82.5,0.2091
82.7,0.2088
82.8,0.2085
82.9,0.2082
83.1,0.2079
83.2,0.2076
83.4,0.2072
83.5,0.2068
83.6,0.2066
83.8,0.2063
83.9,0.2060
84.0,0.2057
84.2,0.2052
84.3,0.2049
84.5,0.2046
84.6,0.2043
84.7,0.2040
84.9,0.2037
85.0,0.2034
85.1,0.2031
85.3,0.2028
85.4,0.2024
85.6,0.2020
85.7,0.2017
85.8,0.2014
86.0,0.2009
86.1,0.2006
86.3,0.2001
86.4,0.1998
86.6,0.1993
86.7,0.1990
86.8,0.1986
87.0,0.1983
87.1,0.1979
87.2,0.1975
87.4,0.1972
87.5,0.1967
87.6,0.1964
87.8,0.1959
87.9,0.1955
88.1,0.1950
88.2,0.1947
88.3,0.1942
88.5,0.1939
88.6,0.1935
88.8,0.1930
88.9,0.1925
89.0,0.1922
89.2,0.1917
89.3,0.1911
89.4,0.1908
89.6,0.1902
89.7,0.1897
89.9,0.1893
90.0,0.1888
90.1,0.1883
90.3,0.1879
90.4,0.1873
90.6,0.1868
90.7,0.1862
90.8,0.1857
91.0,0.1851
91.1,0.1845
91.3,0.1840
91.4,0.1834
91.5,0.1828
91.7,0.1820
91.8,0.1815
91.9,0.1809
92.1,0.1804
92.2,0.1798
92.4,0.1792
92.5,0.1786
92.6,0.1778
92.8,0.1772
92.9,0.1766
93.1,0.1759
93.2,0.1750
93.4,0.1745
93.5,0.1739
93.6,0.1731
93.8,0.1724
93.9,0.1718
94.0,0.1711
94.2,0.1704
94.3,0.1697
94.5,0.1690
94.6,0.1682
94.7,0.1676
94.9,0.1668
95.0,0.1662
95.1,0.1654
95.3,0.1646
95.4,0.1640
95.6,0.1631
95.7,0.1625
95.8,0.1617
96.0,0.1609
96.1,0.1603
96.3,0.1595
96.4,0.1587
96.5,0.1580
96.7,0.1575
96.8,0.1567
97.0,0.1558
97.1,0.1550
97.2,0.1542
97.4,0.1535
97.5,0.1527
97.7,0.1519
97.8,0.1511
97.9,0.1504
98.1,0.1496
98.2,0.1487
98.3,0.1479
98.5,0.1471
98.6,0.1463
98.7,0.1456
98.9,0.1446
99.0,0.1438
99.2,0.1429
99.3,0.1420
99.5,0.1412
99.6,0.1403
99.7,0.1394
99.9,0.1384
100.0,0.1376
100.1,0.1369
100.3,0.1359
100.4,0.1350
100.6,0.1342
100.7,0.1332
100.8,0.1324
101.0,0.1313
101.1,0.1304
101.2,0.1294
101.4,0.1283
101.5,0.1274
101.7,0.1263
101.8,0.1254
102.0,0.1243
102.1,0.1234
102.2,0.1223
102.4,0.1211
102.5,0.1201
102.6,0.1189
102.8,0.1178
102.9,0.1167
103.1,0.1156
103.2,0.1146
103.3,0.1133
103.5,0.1121
103.6,0.1110
103.8,0.1099
103.9,0.1087
104.0,0.1074
104.2,0.1060
104.3,0.1046
104.4,0.1037
104.6,0.1022
104.7,0.1009
104.9,0.0992
105.0,0.0983
105.2,0.0966
105.3,0.0953
105.4,0.0938
105.6,0.0924
105.7,0.0908
105.8,0.0894
106.0,0.0877
106.1,0.0865
106.3,0.0849
106.4,0.0832
106.5,0.0817
106.7,0.0801
106.8,0.0783
107.0,0.0766
107.1,0.0750
107.2,0.0733
107.4,0.0715
107.5,0.0698
107.6,0.0682
107.8,0.0663
107.9,0.0648
108.1,0.0631
108.2,0.0615
108.3,0.0598
108.5,0.0580
108.6,0.0564
108.7,0.0549
108.9,0.0530
109.0,0.0515
109.2,0.0499
0.0,0.0991
0.1,0.1411
0.3,0.1609
0.4,0.1742
0.6,0.1831
0.7,0.1896
0.8,0.1945
1.0,0.1998
1.1,0.2041
1.3,0.2079
1.4,0.2111
1.5,0.2147
1.7,0.2181
1.8,0.2210
2.0,0.2240
2.1,0.2266
2.2,0.2293
2.4,0.2314
2.5,0.2341
2.6,0.2361
2.8,0.2384
2.9,0.2401
3.1,0.2420
3.2,0.2438
3.3,0.2454
3.5,0.2469
3.6,0.2485
3.7,0.2496
3.9,0.2508
4.1,0.2522
4.2,0.2531
4.3,0.2542
4.5,0.2553
4.6,0.2561
4.7,0.2570
4.9,0.2576
5.0,0.2586
5.2,0.2593
5.3,0.2600
5.4,0.2604
5.6,0.2610
5.7,0.2615
5.8,0.2620
6.0,0.2626
6.1,0.2629
6.3,0.2634
6.4,0.2638
6.5,0.2641
6.7,0.2646
6.8,0.2649
7.0,0.2654
7.1,0.2655
7.2,0.2660
7.4,0.2662
7.5,0.2666
7.7,0.2669
7.8,0.2672
7.9,0.2674
8.1,0.2679
8.2,0.2682
8.4,0.2685
8.5,0.2686
8.6,0.2689
8.8,0.2693
8.9,0.2696
9.0,0.2699
9.2,0.2702
9.3,0.2705
9.5,0.2708
9.6,0.2711
9.7,0.2713
9.9,0.2716
10.0,0.2719
10.2,0.2722
10.3,0.2725
10.4,0.2728
10.6,0.2730
10.7,0.2733
10.8,0.2734
11.0,0.2737
11.1,0.2741
11.3,0.2742
11.4,0.2745
11.5,0.2748
11.7,0.2751
11.8,0.2755
12.0,0.2756
12.1,0.2759
12.2,0.2761
12.4,0.2764
12.5,0.2767
12.6,0.2768
12.8,0.2772
12.9,0.2773
13.1,0.2776
13.2,0.2778
13.4,0.2781
13.5,0.2782
13.6,0.2786
13.8,0.2787
13.9,0.2790
14.0,0.2792
14.2,0.2795
14.3,0.2796
14.4,0.2798
14.6,0.2801
14.7,0.2803
14.9,0.2804
15.0,0.2807
15.1,0.2809
15.3,0.2812
15.4,0.2813
15.6,0.2817
15.7,0.2818
15.8,0.2821
16.0,0.2823
16.1,0.2826
16.3,0.2827
16.4,0.2830
16.5,0.2832
16.7,0.2835
16.8,0.2838
17.0,0.2840
17.1,0.2843
17.2,0.2846
17.4,0.2848
17.5,0.2852
17.6,0.2854
17.8,0.2857
17.9,0.2860
18.1,0.2863
18.2,0.2866
18.4,0.2869
18.5,0.2874
18.6,0.2877
18.8,0.2880
18.9,0.2885
19.1,0.2888
19.2,0.2891
19.3,0.2894
19.5,0.2899
19.6,0.2903
19.7,0.2906
19.9,0.2911
20.0,0.2916
20.1,0.2920
20.3,0.2923
20.4,0.2930
20.6,0.2933
20.7,0.2937
20.8,0.2942
21.0,0.2948
21.1,0.2951
21.3,0.2958
21.4,0.2962
21.5,0.2967
21.7,0.2972
21.8,0.2976
21.9,0.2981
22.1,0.2989
22.2,0.2993
22.4,0.2999
22.5,0.3004
22.6,0.3010
22.8,0.3016
22.9,0.3023
23.1,0.3029
23.2,0.3034
23.3,0.3040
23.5,0.3047
23.6,0.3055
23.8,0.3060
23.9,0.3068
24.1,0.3074
24.2,0.3080
24.3,0.3088
24.5,0.3096
24.6,0.3102
24.7,0.3109
24.9,0.3117
25.0,0.3125
25.1,0.3131
25.3,0.3141
25.4,0.3147
25.6,0.3156
25.7,0.3164
25.8,0.3172
26.0,0.3179
26.1,0.3187
26.3,0.3196
26.4,0.3204
26.5,0.3212
26.7,0.3221
26.8,0.3230
27.0,0.3238
27.1,0.3247
27.2,0.3255
27.4,0.3266
27.5,0.3274
27.7,0.3285
27.8,0.3292
27.9,0.3302
28.1,0.3313
28.2,0.3322
28.3,0.3330
28.5,0.3340
28.7,0.3354
28.8,0.3361
28.9,0.3370
29.0,0.3379
29.2,0.3390
29.3,0.3399
29.5,0.3412
29.6,0.3420
29.7,0.3430
29.9,0.3440
30.0,0.3451
30.2,0.3461
30.3,0.3471
30.4,0.3482
30.6,0.3492
30.7,0.3503
30.8,0.3514
31.0,0.3525
31.1,0.3534
31.2,0.3545
31.4,0.3557
31.5,0.3567
31.7,0.3578
31.8,0.3588
32.0,0.3598
32.1,0.3609
32.2,0.3618
32.4,0.3629
32.5,0.3638
32.7,0.3649
32.8,0.3655
32.9,0.3664
33.1,0.3674
33.2,0.3680
33.4,0.3688
33.5,0.3695
33.6,0.3702
33.8,0.3709
33.9,0.3716
34.0,0.3720
34.2,0.3726
34.3,0.3731
34.4,0.3736
34.6,0.3740
34.7,0.3745
34.9,0.3748
35.0,0.3751
35.2,0.3754
35.3,0.3757
35.4,0.3761
35.6,0.3764
35.7,0.3765
35.8,0.3768
36.0,0.3771
36.1,0.3773
36.2,0.3774
36.4,0.3778
36.5,0.3781
36.7,0.3782
36.8,0.3785
37.0,0.3787
37.1,0.3790
37.2,0.3792
37.4,0.3795
37.5,0.3798
37.6,0.3799
37.8,0.3802
37.9,0.3805
38.1,0.3809
38.2,0.3812
38.3,0.3815
38.5,0.3818
38.6,0.3823
38.8,0.3826
38.9,0.3830
39.0,0.3833
39.2,0.3838
39.3,0.3843
39.5,0.3847
39.6,0.3854
39.7,0.3858
